Tree Number	Desc Ui	Term
C16.320.565.663.100	D000326	Adrenoleukodystrophy
C16.320.565.663.265	D018902	Chondrodysplasia Punctata, Rhizomelic
C16.320.565.663.430	D054078	Mevalonate Kinase Deficiency
C16.320.565.663.760	D012035	Refsum Disease
C16.320.565.663.865	D052919	Refsum Disease, Infantile
C16.320.565.663.970	D015211	Zellweger Syndrome
C16.320.565.753	D011371	Progeria
C16.320.565.798	D011686	Purine-Pyrimidine Metabolism, Inborn Errors
C16.320.565.798.183	D054067	Dihydropyrimidine Dehydrogenase Deficiency
C16.320.565.798.368	D006073	Gout
C16.320.565.798.368.410	D015210	Arthritis, Gouty
C16.320.565.798.594	D007926	Lesch-Nyhan Syndrome
C16.320.565.861	D015499	Renal Tubular Transport, Inborn Errors
C16.320.565.861.093	D000141	Acidosis, Renal Tubular
C16.320.565.861.271	D057973	Dent Disease
C16.320.565.861.450	D005198	Fanconi Syndrome
C16.320.565.861.491	D053579	Gitelman Syndrome
C16.320.565.861.532	D006030	Glycosuria, Renal
C16.320.565.861.647	D007015	Hypophosphatemia, Familial
C16.320.565.861.647.500	D053098	Familial Hypophosphatemic Rickets
C16.320.565.861.698	D056929	Liddle Syndrome
C16.320.565.861.750	D009800	Oculocerebrorenal Syndrome
C16.320.565.861.770	D011546	Pseudohypoaldosteronism
C16.320.565.861.885	D000608	Renal Aminoacidurias
C16.320.565.861.885.250	D003555	Cystinuria
C16.320.565.861.885.457	D006250	Hartnup Disease
C16.320.565.925	D043202	Steroid Metabolism, Inborn Errors
C16.320.565.925.249	D000312	Adrenal Hyperplasia, Congenital
C16.320.565.925.324	D054882	Antley-Bixler Syndrome Phenotype
C16.320.565.925.400	D016114	Ichthyosis, X-Linked
C16.320.565.925.500	D043204	Mineralocorticoid Excess Syndrome, Apparent
C16.320.565.925.875	D019082	Smith-Lemli-Opitz Syndrome
C16.320.577	D009136	Muscular Dystrophies
C16.320.577.074	D049310	Distal Myopathies
C16.320.577.149	D006014	Glycogen Storage Disease Type VII
C16.320.577.280	D049288	Muscular Dystrophies, Limb-Girdle
C16.320.577.280.500	D058088	Sarcoglycanopathies
C16.320.577.300	D020388	Muscular Dystrophy, Duchenne
C16.320.577.350	D020389	Muscular Dystrophy, Emery-Dreifuss
C16.320.577.400	D020391	Muscular Dystrophy, Facioscapulohumeral
C16.320.577.450	D039141	Muscular Dystrophy, Oculopharyngeal
C16.320.577.500	D009223	Myotonic Dystrophy
C16.320.577.750	D058494	Walker-Warburg Syndrome
C16.320.590	D020294	Myasthenic Syndromes, Congenital
C16.320.600	D009261	Nail-Patella Syndrome
C16.320.700	D009386	Neoplastic Syndromes, Hereditary
C16.320.700.100	D011125	Adenomatous Polyposis Coli
C16.320.700.100.393	D005736	Gardner Syndrome
C16.320.700.175	D001478	Basal Cell Nevus Syndrome
C16.320.700.212	D058249	Birt-Hogg-Dube Syndrome
C16.320.700.250	D003123	Colorectal Neoplasms, Hereditary Nonpolyposis
C16.320.700.250.500	D055847	Lynch Syndrome II
C16.320.700.250.500.500	D055653	Muir-Torre Syndrome
C16.320.700.305	D004416	Dysplastic Nevus Syndrome
C16.320.700.330	D005097	Exostoses, Multiple Hereditary
C16.320.700.435	D006223	Hamartoma Syndrome, Multiple
C16.320.700.517	D061325	Hereditary Breast and Ovarian Cancer Syndrome
C16.320.700.600	D016864	Li-Fraumeni Syndrome
C16.320.700.630	D009377	Multiple Endocrine Neoplasia
C16.320.700.630.500	D018761	Multiple Endocrine Neoplasia Type 1
C16.320.700.630.505	D018813	Multiple Endocrine Neoplasia Type 2a
C16.320.700.630.510	D018814	Multiple Endocrine Neoplasia Type 2b
C16.320.700.636	D014402	Tuberous Sclerosis
C16.320.700.642	D009396	Wilms Tumor
C16.320.700.642.220	D030321	Denys-Drash Syndrome
C16.320.700.642.950	D017624	WAGR Syndrome
C16.320.700.645	D017253	Neurofibromatoses
C16.320.700.645.650	D009456	Neurofibromatosis 1
C16.320.700.645.655	D016518	Neurofibromatosis 2
C16.320.700.705	D010580	Peutz-Jeghers Syndrome
C16.320.709	D009800	Oculocerebrorenal Syndrome
C16.320.714	D009958	Orofaciodigital Syndromes
C16.320.718	D010004	Osteoarthropathy, Primary Hypertrophic
C16.320.728	D010009	Osteochondrodysplasias
C16.320.737	D010013	Osteogenesis Imperfecta
C16.320.775	D000699	Pain Insensitivity, Congenital
C16.320.784	D010381	Pelger-Huet Anomaly
C16.320.798	D007690	Polycystic Kidney Diseases
C16.320.798.500	D016891	Polycystic Kidney, Autosomal Dominant
C16.320.798.510	D017044	Polycystic Kidney, Autosomal Recessive
C16.320.812	D058631	Pycnodysostosis
C16.320.850	D012873	Skin Diseases, Genetic
C16.320.850.080	D000417	Albinism
C16.320.850.080.090	D016117	Albinism, Ocular
C16.320.850.080.100	D016115	Albinism, Oculocutaneous
C16.320.850.080.100.400	D022861	Hermanski-Pudlak Syndrome
C16.320.850.080.600	D016116	Piebaldism
C16.320.850.180	D003483	Cutis Laxa
C16.320.850.190	D007644	Darier Disease
C16.320.850.210	D003876	Dermatitis, Atopic
C16.320.850.235	D019871	Dyskeratosis Congenita
C16.320.850.250	D004476	Ectodermal Dysplasia
C16.320.850.250.198	D053358	Ectodermal Dysplasia 1, Anhidrotic
C16.320.850.250.298	D053359	Ectodermal Dysplasia 3, Anhidrotic
C16.320.850.250.348	D053360	Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive
C16.320.850.250.398	D004613	Ellis-Van Creveld Syndrome
C16.320.850.250.424	D005489	Focal Dermal Hypoplasia
C16.320.850.250.712	D020752	Neurocutaneous Syndromes
C16.320.850.250.856	D053549	Pachyonychia Congenita
C16.320.850.250.856.500	D062685	Steatocystoma Multiplex
C16.320.850.260	D004535	Ehlers-Danlos Syndrome
C16.320.850.275	D004820	Epidermolysis Bullosa
C16.320.850.275.160	D016108	Epidermolysis Bullosa Dystrophica
C16.320.850.275.170	D016109	Epidermolysis Bullosa, Junctional
C16.320.850.275.180	D016110	Epidermolysis Bullosa Simplex
C16.320.850.337	D056266	Erythrokeratodermia Variabilis
C16.320.850.368	D057770	Hyalinosis, Systemic
C16.320.850.400	D016113	Ichthyosiform Erythroderma, Congenital
C16.320.850.400.375	D017488	Hyperkeratosis, Epidermolytic
C16.320.850.400.410	D017490	Ichthyosis, Lamellar
C16.320.850.402	D053560	Ichthyosis Bullosa of Siemens
C16.320.850.405	D016112	Ichthyosis Vulgaris
C16.320.850.408	D016114	Ichthyosis, X-Linked
C16.320.850.420	D007184	Incontinentia Pigmenti
C16.320.850.475	D007645	Keratoderma, Palmoplantar
C16.320.850.475.440	D015776	Keratoderma, Palmoplantar, Diffuse
C16.320.850.475.440.500	D053546	Keratoderma, Palmoplantar, Epidermolytic
C16.320.850.475.600	D010214	Papillon-Lefevre Disease
C16.320.850.542	D053529	Leukokeratosis, Hereditary Mucosal
C16.320.850.595	D008065	Lipoid Proteinosis of Urbach and Wiethe
C16.320.850.647	D056734	Monilethrix
C16.320.850.673	D056770	Netherton Syndrome
C16.320.850.700	D016506	Pemphigus, Benign Familial
C16.320.850.730	D017499	Porokeratosis
C16.320.850.738	D017092	Porphyria, Erythropoietic
C16.320.850.742	D017094	Porphyrias, Hepatic
C16.320.850.742.074	D046349	Coproporphyria, Hereditary
C16.320.850.742.150	D017118	Porphyria, Acute Intermittent
C16.320.850.742.250	D017119	Porphyria Cutanea Tarda
C16.320.850.742.437	D017121	Porphyria, Hepatoerythropoietic
C16.320.850.742.625	D046350	Porphyria, Variegate
C16.320.850.742.812	D046351	Protoporphyria, Erythropoietic
C16.320.850.746	D056732	Prolidase Deficiency
C16.320.850.750	D011561	Pseudoxanthoma Elasticum
C16.320.850.765	D011038	Rothmund-Thomson Syndrome
C16.320.850.820	D016111	Sjogren-Larsson Syndrome
C16.320.850.895	D054463	Trichothiodystrophy Syndromes
C16.320.850.970	D014983	Xeroderma Pigmentosum
C16.320.925	D014898	Werner Syndrome
C16.320.962	D056684	Yellow Nail Syndrome
C16.614	D007232	Infant, Newborn, Diseases
C16.614.042	D000652	Amniotic Band Syndrome
C16.614.053	D000751	Anemia, Neonatal
C16.614.053.344	D005330	Fetofetal Transfusion
C16.614.053.511	D005331	Fetomaternal Transfusion
C16.614.092	D001238	Asphyxia Neonatorum
C16.614.131	D001720	Birth Injuries
C16.614.131.587	D010246	Paralysis, Obstetric
C16.614.166	D003085	Colic
C16.614.200	D044903	Congenital Hyperinsulinism
C16.614.200.500	D046768	Nesidioblastosis
C16.614.213	D003550	Cystic Fibrosis
C16.614.258	D020936	Epilepsy, Benign Neonatal
C16.614.304	D004899	Erythroblastosis, Fetal
C16.614.304.502	D007647	Kernicterus
C16.614.378	D006554	Hernia, Umbilical
C16.614.438	D006871	Hydrophthalmos
C16.614.451	D051556	Hyperbilirubinemia, Neonatal
C16.614.451.500	D007567	Jaundice, Neonatal
C16.614.451.500.250	D007566	Jaundice, Chronic Idiopathic
C16.614.465	D006958	Hyperostosis, Cortical, Congenital
C16.614.492	D007057	Ichthyosis
C16.614.492.400	D016113	Ichthyosiform Erythroderma, Congenital
C16.614.492.400.375	D017488	Hyperkeratosis, Epidermolytic
C16.614.492.400.410	D017490	Ichthyosis, Lamellar
C16.614.492.400.705	D056770	Netherton Syndrome
C16.614.492.410	D053560	Ichthyosis Bullosa of Siemens
C16.614.492.420	D016114	Ichthyosis, X-Linked
C16.614.492.723	D016111	Sjogren-Larsson Syndrome
C16.614.521	D007235	Infant, Premature, Diseases
C16.614.521.125	D001997	Bronchopulmonary Dysplasia
C16.614.521.450	D007969	Leukomalacia, Periventricular
C16.614.521.563	D012127	Respiratory Distress Syndrome, Newborn
C16.614.521.563.475	D006819	Hyaline Membrane Disease
C16.614.521.563.737	D059245	Transient Tachypnea of the Newborn
C16.614.521.731	D012178	Retinopathy of Prematurity
C16.614.580	D008471	Meconium Aspiration Syndrome
C16.614.595	D020331	Mobius Syndrome
C16.614.610	D009357	Neonatal Abstinence Syndrome
C16.614.627	D000071074	Neonatal Sepsis
C16.614.643	D020417	Nystagmus, Congenital
C16.614.677	D009878	Ophthalmia Neonatorum
C16.614.694	D010547	Persistent Fetal Circulation Syndrome
C16.614.760	D011038	Rothmund-Thomson Syndrome
C16.614.810	D012593	Sclerema Neonatorum
C16.614.815	D016511	Severe Combined Immunodeficiency
C16.614.815.500	D053632	X-Linked Combined Immunodeficiency Diseases
C16.614.868	D013590	Syphilis, Congenital
C16.614.890	D013796	Thanatophoric Dysplasia
C16.614.899	D054098	Thrombocytopenia, Neonatal Alloimmune
C16.614.909	D014125	Toxoplasmosis, Congenital
C16.614.940	D006475	Vitamin K Deficiency Bleeding
C16.614.947	D015223	Wolman Disease
C17	D017437	Skin and Connective Tissue Diseases
C17.300	D003240	Connective Tissue Diseases
C17.300.116	D057088	Anetoderma
C17.300.182	D002357	Cartilage Diseases
C17.300.182.100	D046789	Chondromalacia Patellae
C17.300.182.310	D055092	Laryngomalacia
C17.300.182.520	D010007	Osteochondritis
C17.300.182.525	D066166	Pectus Carinatum
C17.300.182.531	D011081	Polychondritis, Relapsing
C17.300.182.790	D013991	Tietze's Syndrome
C17.300.182.895	D055089	Tracheobronchomalacia
C17.300.182.895.249	D055091	Bronchomalacia
C17.300.182.895.500	D055090	Tracheomalacia
C17.300.185	D002481	Cellulitis
C17.300.185.500	D054517	Orbital Cellulitis
C17.300.200	D003095	Collagen Diseases
C17.300.200.310	D004535	Ehlers-Danlos Syndrome
C17.300.200.367	D016108	Epidermolysis Bullosa Dystrophica
C17.300.200.425	D007627	Keloid
C17.300.200.425.125	D000153	Acne Keloid
C17.300.200.495	D017441	Necrobiotic Disorders
C17.300.200.495.380	D016460	Granuloma Annulare
C17.300.200.495.545	D009335	Necrobiosis Lipoidica
C17.300.200.495.772	D058252	Necrobiotic Xanthogranuloma
C17.300.200.517	D009394	Nephritis, Hereditary
C17.300.200.540	D010013	Osteogenesis Imperfecta
C17.300.230	D003483	Cutis Laxa
C17.300.250	D003882	Dermatomyositis
C17.300.270	D004387	Dupuytren Contracture
C17.300.349	D000071380	Fibromatosis, Plantar
C17.300.428	D006712	Homocystinuria
C17.300.451	D065134	Lipedema
C17.300.475	D008178	Lupus Erythematosus, Cutaneous
C17.300.475.479	D008179	Lupus Erythematosus, Discoid
C17.300.475.479.400	D015435	Panniculitis, Lupus Erythematosus
C17.300.480	D008180	Lupus Erythematosus, Systemic
C17.300.480.680	D008181	Lupus Nephritis
C17.300.480.750	D020945	Lupus Vasculitis, Central Nervous System
C17.300.500	D008382	Marfan Syndrome
C17.300.540	D008947	Mixed Connective Tissue Disease
C17.300.550	D017520	Mucinoses
C17.300.550.274	D045888	Ganglion Cysts
C17.300.550.550	D000507	Mucinosis, Follicular
C17.300.550.575	D009083	Mucopolysaccharidoses
C17.300.550.575.640	D008059	Mucopolysaccharidosis I
C17.300.550.575.645	D016532	Mucopolysaccharidosis II
C17.300.550.575.650	D009084	Mucopolysaccharidosis III
C17.300.550.575.655	D009085	Mucopolysaccharidosis IV
C17.300.550.575.670	D009087	Mucopolysaccharidosis VI
C17.300.550.575.675	D016538	Mucopolysaccharidosis VII
C17.300.550.590	D009230	Myxedema
C17.300.550.750	D012592	Scleredema Adultorum
C17.300.550.875	D053718	Scleromyxedema
C17.300.680	D009372	Neoplasms, Connective Tissue
C17.300.680.540	D047708	Myofibroma
C17.300.690	D009634	Noonan Syndrome
C17.300.705	D010023	Osteopoikilosis
C17.300.710	D015434	Panniculitis
C17.300.710.329	D004891	Erythema Induratum
C17.300.710.400	D015435	Panniculitis, Lupus Erythematosus
C17.300.710.500	D010201	Panniculitis, Nodular Nonsuppurative
C17.300.710.600	D015436	Panniculitis, Peritoneal
C17.300.715	D010411	Penile Induration
C17.300.766	D011561	Pseudoxanthoma Elasticum
C17.300.775	D012216	Rheumatic Diseases
C17.300.775.049	D001171	Arthritis, Juvenile
C17.300.775.099	D001172	Arthritis, Rheumatoid
C17.300.775.099.219	D002205	Caplan Syndrome
C17.300.775.099.389	D005258	Felty Syndrome
C17.300.775.099.683	D012218	Rheumatoid Nodule
C17.300.775.099.728	D056653	Rheumatoid Vasculitis
C17.300.775.099.774	D012859	Sjogren's Syndrome
C17.300.775.099.870	D016706	Still's Disease, Adult-Onset
C17.300.775.440	D015218	Hyperostosis, Sternocostoclavicular
C17.300.775.720	D011111	Polymyalgia Rheumatica
C17.300.787	D012594	Scleroderma, Localized
C17.300.799	D012595	Scleroderma, Systemic
C17.300.799.602	D045743	Scleroderma, Diffuse
C17.300.799.801	D045745	Scleroderma, Limited
C17.300.799.801.500	D017675	CREST Syndrome
C17.300.899	D056846	Weill-Marchesani Syndrome
C17.800	D012871	Skin Diseases
C17.800.030	D017486	Acneiform Eruptions
C17.800.030.030	D000153	Acne Keloid
C17.800.030.150	D000152	Acne Vulgaris
C17.800.030.150.500	D000069316	Acne Conglobata
C17.800.030.575	D054506	Chloracne
C17.800.060	D000796	Angiolymphoid Hyperplasia with Eosinophilia
C17.800.090	D001941	Breast Diseases
C17.800.090.249	D047688	Breast Cyst
C17.800.090.500	D001943	Breast Neoplasms
C17.800.090.500.130	D000071960	Breast Carcinoma In Situ
C17.800.090.500.260	D018567	Breast Neoplasms, Male
C17.800.090.500.390	D018270	Carcinoma, Ductal, Breast
C17.800.090.500.437	D018275	Carcinoma, Lobular
C17.800.090.500.483	D061325	Hereditary Breast and Ovarian Cancer Syndrome
C17.800.090.500.576	D058922	Inflammatory Breast Neoplasms
C17.800.090.500.682	D000069584	Unilateral Breast Neoplasms
C17.800.090.500.788	D064726	Triple Negative Breast Neoplasms
C17.800.090.750	D005348	Fibrocystic Breast Disease
C17.800.090.875	D006177	Gynecomastia
C17.800.090.937	D007775	Lactation Disorders
C17.800.090.937.439	D005687	Galactorrhea
C17.800.090.937.439.500	D002640	Chiari-Frommel Syndrome
C17.800.090.968	D008413	Mastitis
C17.800.090.968.400	D058890	Granulomatous Mastitis
C17.800.135	D017577	Cutaneous Fistula
C17.800.174	D003872	Dermatitis
C17.800.174.100	D000169	Acrodermatitis
C17.800.174.146	D063807	Dandruff
C17.800.174.193	D003876	Dermatitis, Atopic
C17.800.174.255	D003877	Dermatitis, Contact
C17.800.174.255.100	D017449	Dermatitis, Allergic Contact
C17.800.174.255.100.600	D017454	Dermatitis, Photoallergic
C17.800.174.255.100.700	D011040	Dermatitis, Toxicodendron
C17.800.174.255.400	D017453	Dermatitis, Irritant
C17.800.174.255.400.225	D017484	Dermatitis, Phototoxic
C17.800.174.255.400.250	D003963	Diaper Rash
C17.800.174.255.700	D009783	Dermatitis, Occupational
C17.800.174.318	D003873	Dermatitis, Exfoliative
C17.800.174.360	D003874	Dermatitis Herpetiformis
C17.800.174.550	D019557	Dermatitis, Perioral
C17.800.174.580	D012628	Dermatitis, Seborrheic
C17.800.174.600	D003875	Drug Eruptions
C17.800.174.600.174	D056150	Acute Generalized Exanthematous Pustulosis
C17.800.174.600.262	D063926	Drug Hypersensitivity Syndrome
C17.800.174.600.375	D004893	Erythema Nodosum
C17.800.174.600.587	D060831	Hand-Foot Syndrome
C17.800.174.600.693	D065148	Nicolau Syndrome
C17.800.174.600.800	D012713	Serum Sickness
C17.800.174.600.900	D013262	Stevens-Johnson Syndrome
C17.800.174.620	D004485	Eczema
C17.800.174.620.300	D011146	Eczema, Dyshidrotic
C17.800.174.640	D007402	Intertrigo
C17.800.174.660	D009450	Neurodermatitis
C17.800.174.826	D011855	Radiodermatitis
C17.800.185	D003882	Dermatomyositis
C17.800.229	D004890	Erythema
C17.800.229.200	D015787	Erythema Chronicum Migrans
C17.800.229.329	D004891	Erythema Induratum
C17.800.229.335	D016731	Erythema Infectiosum
C17.800.229.400	D004892	Erythema Multiforme
C17.800.229.400.683	D013262	Stevens-Johnson Syndrome
C17.800.229.413	D004893	Erythema Nodosum
C17.800.229.606	D056266	Erythrokeratodermia Variabilis
C17.800.229.800	D016463	Sweet Syndrome
C17.800.257	D005076	Exanthema
C17.800.257.335	D005077	Exanthema Subitum
C17.800.271	D005148	Facial Dermatoses
C17.800.271.250	D019557	Dermatitis, Perioral
C17.800.321	D005534	Foot Diseases
C17.800.321.063	D000071380	Fibromatosis, Plantar
C17.800.321.125	D005533	Foot Dermatoses
C17.800.321.125.500	D014008	Tinea Pedis
C17.800.321.250	D016523	Foot Ulcer
C17.800.321.500	D007102	Immersion Foot
C17.800.329	D006201	Hair Diseases
C17.800.329.500	D005499	Folliculitis
C17.800.329.500.261	D000153	Acne Keloid
C17.800.329.750	D006628	Hirsutism
C17.800.329.875	D006983	Hypertrichosis
C17.800.329.937	D007039	Hypotrichosis
C17.800.329.937.122	D000505	Alopecia
C17.800.329.937.122.147	D000506	Alopecia Areata
C17.800.329.937.122.348	D058247	Loose Anagen Hair Syndrome
C17.800.329.937.122.550	D000507	Mucinosis, Follicular
C17.800.329.968	D007706	Menkes Kinky Hair Syndrome
C17.800.329.984	D056734	Monilethrix
C17.800.329.992	D010854	Piedra
C17.800.338	D006229	Hand Dermatoses
C17.800.417	D007636	Keratoacanthoma
C17.800.428	D007642	Keratosis
C17.800.428.200	D002145	Callosities
C17.800.428.260	D002781	Cholesteatoma
C17.800.428.260.300	D018424	Cholesteatoma, Middle Ear
C17.800.428.275	D007644	Darier Disease
C17.800.428.304	D056266	Erythrokeratodermia Variabilis
C17.800.428.333	D007057	Ichthyosis
C17.800.428.333.250	D016113	Ichthyosiform Erythroderma, Congenital
C17.800.428.333.250.375	D017488	Hyperkeratosis, Epidermolytic
C17.800.428.333.250.410	D017490	Ichthyosis, Lamellar
C17.800.428.333.250.705	D056770	Netherton Syndrome
C17.800.428.333.330	D053560	Ichthyosis Bullosa of Siemens
C17.800.428.333.410	D016112	Ichthyosis Vulgaris
C17.800.428.333.420	D016114	Ichthyosis, X-Linked
C17.800.428.333.723	D016111	Sjogren-Larsson Syndrome
C17.800.428.435	D007645	Keratoderma, Palmoplantar
C17.800.428.435.440	D015776	Keratoderma, Palmoplantar, Diffuse
C17.800.428.435.440.500	D053546	Keratoderma, Palmoplantar, Epidermolytic
C17.800.428.435.600	D010214	Papillon-Lefevre Disease
C17.800.428.570	D055623	Keratosis, Actinic
C17.800.428.580	D017492	Keratosis, Seborrheic
C17.800.428.736	D010241	Parakeratosis
C17.800.428.750	D017499	Porokeratosis
C17.800.446	D007868	Leg Dermatoses
C17.800.463	D008068	Lipomatosis
C17.800.463.249	D000274	Adiposis Dolorosa
C17.800.463.375	D000071070	Familial Multiple Lipomatosis
C17.800.463.500	D008069	Lipomatosis, Multiple Symmetrical
C17.800.480	D008178	Lupus Erythematosus, Cutaneous
C17.800.480.479	D008179	Lupus Erythematosus, Discoid
C17.800.480.479.400	D015435	Panniculitis, Lupus Erythematosus
C17.800.508	D008415	Mastocytosis
C17.800.508.236	D034801	Mastocytoma
C17.800.508.236.500	D054705	Mastocytoma, Skin
C17.800.508.473	D034701	Mastocytosis, Cutaneous
C17.800.508.473.500	D054705	Mastocytoma, Skin
C17.800.508.473.850	D014582	Urticaria Pigmentosa
C17.800.518	D055535	Morgellons Disease
C17.800.529	D009260	Nail Diseases
C17.800.529.400	D009261	Nail-Patella Syndrome
C17.800.529.406	D009263	Nails, Ingrown
C17.800.529.478	D054039	Onycholysis
C17.800.529.550	D014009	Onychomycosis
C17.800.529.594	D053549	Pachyonychia Congenita
C17.800.529.594.500	D062685	Steatocystoma Multiplex
C17.800.529.639	D010304	Paronychia
C17.800.529.819	D056684	Yellow Nail Syndrome
